platform_label,fixture_id,fixture_family,mutation,source_strict_accept,source_issue_codes,source_decode_success,encoder,policy,policy_action,output_emitted,output_strict_accept,output_issue_codes,output_decode_success,input_envelope_bytes,envelope_contract_applicable,input_envelope_byte_exact,semantic_contract_applicable,supported_semantics_retained,output_exif_orientation,output_icc_profile_sha256,compressed_core_exact,pixels_exact_to_reencode_control,reencode_mean_absolute_error,reencode_maximum_absolute_error,output_size_bytes,output_sha256,output_bgr_sha256,error_category
linux-x64-reference,icc_zero_sequence,malformed_icc,zero_sequence_number,0,icc_zero_sequence_number|icc_missing_sequence,1,opencv,normalize,strip_invalid_input_metadata,1,1,none,1,606,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_zero_sequence,malformed_icc,zero_sequence_number,0,icc_zero_sequence_number|icc_missing_sequence,1,opencv,reject,strict_reject,0,n/a,n/a,0,606,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,strict_policy_reject
linux-x64-reference,rgb_control,control,none,1,none,1,pillow,preserve,no_input_envelope,1,1,none,1,0,0,n/a,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,rgb_control,control,none,1,none,1,pillow,strip,strip_input_metadata,1,1,none,1,0,0,n/a,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,rgb_control,control,none,1,none,1,pillow,normalize,strip_unsupported_input_metadata,1,1,none,1,0,0,n/a,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,rgb_control,control,none,1,none,1,pillow,reject,strip_unsupported_input_metadata,1,1,none,1,0,0,n/a,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,rgb_control,control,none,1,none,1,opencv,preserve,no_input_envelope,1,1,none,1,0,0,n/a,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,rgb_control,control,none,1,none,1,opencv,strip,strip_input_metadata,1,1,none,1,0,0,n/a,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,rgb_control,control,none,1,none,1,opencv,normalize,strip_unsupported_input_metadata,1,1,none,1,0,0,n/a,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,rgb_control,control,none,1,none,1,opencv,reject,strip_unsupported_input_metadata,1,1,none,1,0,0,n/a,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,trailing_data_after_eoi,malformed_framing,eight_trailing_bytes,0,trailing_data,1,pillow,preserve,blind_copy_input_envelope,1,0,trailing_data,1,8,1,1,0,n/a,,,1,1,0.036680912,7,2710,c7e675909e920715b71339cbcb62086532e89688c636032144c122d2ebdccc75,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,trailing_data_after_eoi,malformed_framing,eight_trailing_bytes,0,trailing_data,1,pillow,strip,strip_input_metadata,1,1,none,1,8,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,trailing_data_after_eoi,malformed_framing,eight_trailing_bytes,0,trailing_data,1,pillow,normalize,strip_invalid_input_metadata,1,1,none,1,8,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,trailing_data_after_eoi,malformed_framing,eight_trailing_bytes,0,trailing_data,1,pillow,reject,strict_reject,0,n/a,n/a,0,8,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,strict_policy_reject
linux-x64-reference,trailing_data_after_eoi,malformed_framing,eight_trailing_bytes,0,trailing_data,1,opencv,preserve,blind_copy_input_envelope,1,0,trailing_data,1,8,1,1,0,n/a,,,1,1,0.036680912,7,2710,c7e675909e920715b71339cbcb62086532e89688c636032144c122d2ebdccc75,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,trailing_data_after_eoi,malformed_framing,eight_trailing_bytes,0,trailing_data,1,opencv,strip,strip_input_metadata,1,1,none,1,8,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,trailing_data_after_eoi,malformed_framing,eight_trailing_bytes,0,trailing_data,1,opencv,normalize,strip_invalid_input_metadata,1,1,none,1,8,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,trailing_data_after_eoi,malformed_framing,eight_trailing_bytes,0,trailing_data,1,opencv,reject,strict_reject,0,n/a,n/a,0,8,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,strict_policy_reject
